Provider,Zip Code,CPT,Service,Cash Price,Insurance Price,Comparison Statistics,TQH Name,TQH Address
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 87177,Smear For Parasites,$2.81,"{'AETNA 1/1/20': '$4.71', 'AHF 1/1/06': '$6.83', 'BC MCS 6/1/21': '$75.74', 'BC NON MCS 6/1/21': '$63.12', 'BEECH STREET PPO 10/1/08': '$6.02', 'BLUE SHIELD 8/15/21': '$122.19', 'CHOICECARE PPO 6/1/04': '$6.02', 'CIGNA ALL OTHER 9/1/20': '$26.78', 'CIGNA HMO 9/1/20': '$26.78', 'CORVEL CORP 4/15/05': '$6.42', 'EHN 3/1/16': '$4.01', 'FACEY MEDICAL HMO/POS 11/1/14': '$10.68', 'FIRST HEALTH 10/1/11': '$5.22', 'FPN PPO 1/1/03': '$7.23', 'HEALTH NET 1/1/20': '$6.06', 'HMN PPO/EPO 8/31/11': '$6.83', 'HPN 3/1/19': '$4.03', 'HPN SENIOR HMO 3/1/19': '$3.40', 'INTERPLAN PPO 9/1/00': '$6.42', 'KAISER PERMANENTE 9/15/08': '$6.83', 'KFH 5/1/19': '$4.02', 'MULTIPLAN PPO 9/15/08': '$6.66', 'PHCS PPO 9/15/08': '$5.22', 'SCAN HEALTH 1/1/08': '$4.82', 'TRPN PPO 5/1/03': '$6.83', 'UHC ALL PAYER 6/1/21': '$10.68', 'UHC HMO 6/1/21': '$10.68', 'UHC JLL 6/1/21': '$10.68', 'VCHCP 1/1/20': '$3.21', 'WGAT 4/1/21': '$4.18'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 36590,Ultrasound Veins Of One Arm Or Leg,$277.19,"{'AETNA 1/1/20': '$883.38', 'AHF 1/1/06': '$1,024.39', 'BEECH STREET PPO 10/1/08': '$903.87', 'BLUE SHIELD 8/15/21': '$600.17', 'CHOICECARE PPO 6/1/04': '$903.87', 'CIGNA ALL OTHER 9/1/20': '$789.38', 'CIGNA HMO 9/1/20': '$789.38', 'CORVEL CORP 4/15/05': '$964.13', 'EHN 3/1/16': '$361.55', 'FACEY MEDICAL HMO/POS 11/1/14': '$843.61', 'FIRST HEALTH 10/1/11': '$783.35', 'FPN PPO 1/1/03': '$1,084.64', 'HEALTH NET 1/1/20': '$909.90', 'HMN PPO/EPO 8/31/11': '$1,024.39', 'HPN 3/1/19': '$544.73', 'HPN SENIOR HMO 3/1/19': '$509.78', 'INTERPLAN PPO 9/1/00': '$964.13', 'KAISER PERMANENTE 9/15/08': '$1,024.39', 'KFH 5/1/19': '$602.58', 'MULTIPLAN PPO 9/15/08': '$1,000.28', 'PHCS PPO 9/15/08': '$783.35', 'SCAN HEALTH 1/1/08': '$723.10', 'TRPN PPO 5/1/03': '$1,024.39', 'UHC ALL PAYER 6/1/21': '$602.58', 'UHC HMO 6/1/21': '$602.58', 'UHC JLL 6/1/21': '$602.58', 'VCHCP 1/1/20': '$482.06', 'WGAT 4/1/21': '$686.94'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 43239,EGD And Biopsy,$790.86,"{'AETNA 1/1/20': '$2,520.44', 'AHF 1/1/06': '$2,922.75', 'BEECH STREET PPO 10/1/08': '$2,578.90', 'BLUE SHIELD 8/15/21': '$1,712.39', 'CHOICECARE PPO 6/1/04': '$2,578.90', 'CIGNA ALL OTHER 9/1/20': '$2,252.24', 'CIGNA HMO 9/1/20': '$2,252.24', 'CORVEL CORP 4/15/05': '$2,750.82', 'EHN 3/1/16': '$1,031.56', 'FACEY MEDICAL HMO/POS 11/1/14': '$2,406.97', 'FIRST HEALTH 10/1/11': '$2,235.04', 'FPN PPO 1/1/03': '$3,094.68', 'HEALTH NET 1/1/20': '$2,596.09', 'HMN PPO/EPO 8/31/11': '$2,922.75', 'HPN 3/1/19': '$1,554.22', 'HPN SENIOR HMO 3/1/19': '$1,454.50', 'INTERPLAN PPO 9/1/00': '$2,750.82', 'KAISER PERMANENTE 9/15/08': '$2,922.75', 'KFH 5/1/19': '$1,719.27', 'MULTIPLAN PPO 9/15/08': '$2,853.98', 'PHCS PPO 9/15/08': '$2,235.04', 'SCAN HEALTH 1/1/08': '$2,063.12', 'TRPN PPO 5/1/03': '$2,922.75', 'UHC ALL PAYER 6/1/21': '$1,719.27', 'UHC HMO 6/1/21': '$1,719.27', 'UHC JLL 6/1/21': '$1,719.27', 'VCHCP 1/1/20': '$1,375.41', 'WGAT 4/1/21': '$1,959.96'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 71275,CT Angiogram Chest With And Without Contrast,"$1,196.24","{'AETNA 1/1/20': '$3,047.80', 'AHF 1/1/06': '$4,420.88', 'BEECH STREET PPO 10/1/08': '$3,900.77', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$3,900.77', 'CIGNA ALL OTHER 9/1/20': '$1,105.75', 'CIGNA HMO 9/1/20': '$1,105.75', 'CORVEL CORP 4/15/05': '$4,160.82', 'EHN 3/1/16': '$1,529.00', 'FACEY MEDICAL HMO/POS 11/1/14': '$268.02', 'FIRST HEALTH 10/1/11': '$3,380.67', 'FPN PPO 1/1/03': '$4,680.93', 'HEALTH NET 1/1/20': '$1,529.00', 'HMN PPO/EPO 8/31/11': '$4,420.88', 'HPN 3/1/19': '$2,610.92', 'HPN SENIOR HMO 3/1/19': '$2,200.04', 'INTERPLAN PPO 9/1/00': '$4,160.82', 'KAISER PERMANENTE 9/15/08': '$4,420.88', 'KFH 5/1/19': '$2,600.52', 'MULTIPLAN PPO 9/15/08': '$4,316.85', 'PHCS PPO 9/15/08': '$3,380.67', 'SCAN HEALTH 1/1/08': '$2,500.00', 'TRPN PPO 5/1/03': '$4,420.88', 'UHC ALL PAYER 6/1/21': '$227.78', 'UHC HMO 6/1/21': '$227.78', 'UHC JLL 6/1/21': '$227.78', 'VCHCP 1/1/20': '$2,080.41', 'WGAT 4/1/21': '$2,184.43'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 73221,MRI Of Upper Extremity Joint; Without Contrast Material,$985.36,"{'AETNA 1/1/20': '$2,510.52', 'AHF 1/1/06': '$3,641.54', 'BC MCS 6/1/21': '$2,201.00', 'BC NON MCS 6/1/21': '$2,201.00', 'BEECH STREET PPO 10/1/08': '$3,213.12', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$3,213.12', 'CIGNA ALL OTHER 9/1/20': '$1,016.36', 'CIGNA HMO 9/1/20': '$1,016.36', 'CORVEL CORP 4/15/05': '$3,427.33', 'EHN 3/1/16': '$2,201.00', 'FACEY MEDICAL HMO/POS 11/1/14': '$345.45', 'FIRST HEALTH 10/1/11': '$2,784.70', 'FPN PPO 1/1/03': '$3,855.74', 'HEALTH NET 1/1/20': '$2,201.00', 'HMN PPO/EPO 8/31/11': '$3,641.54', 'HPN 3/1/19': '$880.00', 'HPN SENIOR HMO 3/1/19': '$740.00', 'INTERPLAN PPO 9/1/00': '$3,427.33', 'KAISER PERMANENTE 9/15/08': '$3,641.54', 'KFH 5/1/19': '$2,142.08', 'MULTIPLAN PPO 9/15/08': '$3,555.85', 'PHCS PPO 9/15/08': '$2,784.70', 'SCAN HEALTH 1/1/08': '$2,500.00', 'TRPN PPO 5/1/03': '$3,641.54', 'UHC ALL PAYER 6/1/21': '$291.30', 'UHC HMO 6/1/21': '$291.30', 'UHC JLL 6/1/21': '$291.30', 'VCHCP 1/1/20': '$1,713.66', 'WGAT 4/1/21': '$1,799.35'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 73660,"X-Ray Toes, 2 Or More Views",$130.22,"{'AETNA 1/1/20': '$331.78', 'AHF 1/1/06': '$481.24', 'BC NON MCS 6/1/21': '$50.00', 'BEECH STREET PPO 10/1/08': '$424.63', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$424.63', 'CIGNA ALL OTHER 9/1/20': '$271.78', 'CIGNA HMO 9/1/20': '$271.78', 'CORVEL CORP 4/15/05': '$452.94', 'EHN 3/1/16': '$50.00', 'FACEY MEDICAL HMO/POS 11/1/14': '$121.44', 'FIRST HEALTH 10/1/11': '$368.01', 'FPN PPO 1/1/03': '$509.55', 'HEALTH NET 1/1/20': '$50.00', 'HMN PPO/EPO 8/31/11': '$481.24', 'HPN 3/1/19': '$284.22', 'HPN SENIOR HMO 3/1/19': '$239.49', 'INTERPLAN PPO 9/1/00': '$452.94', 'KAISER PERMANENTE 9/15/08': '$481.24', 'KFH 5/1/19': '$283.09', 'MULTIPLAN PPO 9/15/08': '$469.92', 'PHCS PPO 9/15/08': '$368.01', 'SCAN HEALTH 1/1/08': '$339.70', 'TRPN PPO 5/1/03': '$481.24', 'UHC ALL PAYER 6/1/21': '$99.76', 'UHC HMO 6/1/21': '$99.76', 'UHC JLL 6/1/21': '$99.76', 'VCHCP 1/1/20': '$226.47', 'WGAT 4/1/21': '$237.79'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 74250,X-Ray Small Bowel,$251.21,"{'AETNA 1/1/20': '$640.04', 'AHF 1/1/06': '$928.39', 'BC NON MCS 6/1/21': '$50.00', 'BEECH STREET PPO 10/1/08': '$819.17', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$819.17', 'CIGNA ALL OTHER 9/1/20': '$500.76', 'CIGNA HMO 9/1/20': '$500.76', 'CORVEL CORP 4/15/05': '$873.78', 'FACEY MEDICAL HMO/POS 11/1/14': '$268.02', 'FIRST HEALTH 10/1/11': '$709.94', 'FPN PPO 1/1/03': '$983.00', 'HEALTH NET 1/1/20': '$50.00', 'HMN PPO/EPO 8/31/11': '$928.39', 'HPN 3/1/19': '$548.29', 'HPN SENIOR HMO 3/1/19': '$462.01', 'INTERPLAN PPO 9/1/00': '$873.78', 'KAISER PERMANENTE 9/15/08': '$928.39', 'KFH 5/1/19': '$546.11', 'MULTIPLAN PPO 9/15/08': '$906.54', 'PHCS PPO 9/15/08': '$709.94', 'SCAN HEALTH 1/1/08': '$655.33', 'TRPN PPO 5/1/03': '$928.39', 'UHC ALL PAYER 6/1/21': '$227.78', 'UHC HMO 6/1/21': '$227.78', 'UHC JLL 6/1/21': '$227.78', 'VCHCP 1/1/20': '$436.89', 'WGAT 4/1/21': '$458.73'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 73721,MRI Scan Of Leg Joint,"$1,321.42","{'AETNA 1/1/20': '$2,693.40', 'AHF 1/1/06': '$3,906.81', 'BC MCS 6/1/21': '$2,201.00', 'BC NON MCS 6/1/21': '$2,201.00', 'BEECH STREET PPO 10/1/08': '$3,447.19', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$3,447.19', 'CIGNA ALL OTHER 9/1/20': '$1,016.36', 'CIGNA HMO 9/1/20': '$1,016.36', 'CORVEL CORP 4/15/05': '$3,677.00', 'EHN 3/1/16': '$2,201.00', 'FACEY MEDICAL HMO/POS 11/1/14': '$345.45', 'FIRST HEALTH 10/1/11': '$2,987.56', 'FPN PPO 1/1/03': '$4,136.63', 'HEALTH NET 1/1/20': '$2,201.00', 'HMN PPO/EPO 8/31/11': '$3,906.81', 'HPN 3/1/19': '$880.00', 'HPN SENIOR HMO 3/1/19': '$740.00', 'INTERPLAN PPO 9/1/00': '$3,677.00', 'KAISER PERMANENTE 9/15/08': '$3,906.81', 'KFH 5/1/19': '$2,298.13', 'MULTIPLAN PPO 9/15/08': '$3,814.89', 'PHCS PPO 9/15/08': '$2,987.56', 'SCAN HEALTH 1/1/08': '$2,500.00', 'TRPN PPO 5/1/03': '$3,906.81', 'UHC ALL PAYER 6/1/21': '$291.30', 'UHC HMO 6/1/21': '$291.30', 'UHC JLL 6/1/21': '$291.30', 'VCHCP 1/1/20': '$1,838.50', 'WGAT 4/1/21': '$1,930.43'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 87624,HPV Detection,$7.97,"{'AETNA 1/1/20': '$239.47', 'AHF 1/1/06': '$347.35', 'BC MCS 6/1/21': '$225.22', 'BC NON MCS 6/1/21': '$187.68', 'BEECH STREET PPO 10/1/08': '$306.49', 'BLUE SHIELD 8/15/21': '$469.48', 'CHOICECARE PPO 6/1/04': '$306.49', 'CIGNA ALL OTHER 9/1/20': '$105.60', 'CIGNA HMO 9/1/20': '$105.60', 'CORVEL CORP 4/15/05': '$326.92', 'EHN 3/1/16': '$15.79', 'FACEY MEDICAL HMO/POS 11/1/14': '$42.11', 'FIRST HEALTH 10/1/11': '$265.62', 'FPN PPO 1/1/03': '$367.79', 'HEALTH NET 1/1/20': '$308.53', 'HMN PPO/EPO 8/31/11': '$347.35', 'HPN 3/1/19': '$205.14', 'HPN SENIOR HMO 3/1/19': '$172.86', 'INTERPLAN PPO 9/1/00': '$326.92', 'KAISER PERMANENTE 9/15/08': '$347.35', 'KFH 5/1/19': '$204.33', 'MULTIPLAN PPO 9/15/08': '$339.18', 'PHCS PPO 9/15/08': '$265.62', 'SCAN HEALTH 1/1/08': '$245.19', 'TRPN PPO 5/1/03': '$347.35', 'UHC ALL PAYER 6/1/21': '$42.11', 'UHC HMO 6/1/21': '$42.11', 'UHC JLL 6/1/21': '$42.11', 'VCHCP 1/1/20': '$163.46', 'WGAT 4/1/21': '$212.50'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,91362,HCPCS 93041,Heart Rhythm Symptom-Related Tracing Of 24-Hour EKG Monitoring Up To 30 Days,$113.13,"{'AETNA 1/1/20': '$360.54', 'AHF 1/1/06': '$418.09', 'BC MCS 6/1/21': '$462.00', 'BC NON MCS 6/1/21': '$462.00', 'BEECH STREET PPO 10/1/08': '$368.90', 'BLUE SHIELD 8/15/21': '$457.18', 'CHOICECARE PPO 6/1/04': '$368.90', 'CIGNA ALL OTHER 9/1/20': '$292.17', 'CIGNA HMO 9/1/20': '$292.17', 'CORVEL CORP 4/15/05': '$393.50', 'EHN 3/1/16': '$462.00', 'FACEY MEDICAL HMO/POS 11/1/14': '$83.55', 'FIRST HEALTH 10/1/11': '$319.72', 'FPN PPO 1/1/03': '$442.68', 'HEALTH NET 1/1/20': '$371.36', 'HMN PPO/EPO 8/31/11': '$418.09', 'HPN 3/1/19': '$246.92', 'HPN SENIOR HMO 3/1/19': '$208.06', 'INTERPLAN PPO 9/1/00': '$393.50', 'KAISER PERMANENTE 9/15/08': '$418.09', 'KFH 5/1/19': '$245.94', 'MULTIPLAN PPO 9/15/08': '$408.25', 'PHCS PPO 9/15/08': '$319.72', 'SCAN HEALTH 1/1/08': '$295.12', 'TRPN PPO 5/1/03': '$418.09', 'UHC ALL PAYER 6/1/21': '$496.00', 'UHC HMO 6/1/21': '$462.00', 'UHC JLL 6/1/21': '$462.00', 'VCHCP 1/1/20': '$196.75', 'WGAT 4/1/21': '$280.37'}","{'BY GEOGRAPHY': '40.8% lower', 'BY MARKET': '62.8% lower', 'BY CARE QUALITY': '54.1% lower'}","['Adventist Health Simi Valley', '2975 North Sycamore Drive, Simi Valley, CA, 93065']"
